omicFeature1	omicFeature2	correlation	lowerCI	upperCI	pvalue	pvalue.adjusted
cg11656478	cg21715189	0.129493697686564	0.0248514440259306	0.231329041182008	0.0154922160795659	0.0342784581694049
cg11656478	cg06202585	-0.137914943469731	-0.239428510746668	-0.0334186995498756	0.0098926743369967	0.0235304325301421
cg11656478	cg02486145	-0.275341792877609	-0.369637365277127	-0.175432654389471	1.72536575249183e-07	1.27677065684395e-06
cg14407177	cg20254225	-0.12486569650091	-0.22687185734734	-0.0201497369015568	0.0196243083642571	0.0412296194656001
cg14407177	cg16439198	-0.158314395810691	-0.258990107239449	-0.0542356947895763	0.00302023202542356	0.00840598762049872
cg14407177	cg25856383	-0.130118141911443	-0.231930110321191	-0.0254861878504154	0.0149976292481617	0.0335181915411937
cg14407177	cg07057636	-0.265300718449617	-0.360247451606895	-0.164913687297225	4.93446265625863e-07	3.15995397025793e-06
cg14407177	cg07380506	-0.217156972066566	-0.314956939417248	-0.114793855134842	4.29151327445698e-05	0.000178936725790177
cg14407177	cg01936270	-0.191077392126696	-0.290235554356358	-0.0878597076331933	0.000330746986222374	0.0011654893800217
cg14407177	cg06861880	-0.134441825341934	-0.23608981167776	-0.0298835019164107	0.0119372754607887	0.0274145705409837
cg14407177	cg23549225	-0.23661044222056	-0.333311285310291	-0.134983252637244	7.89570366488412e-06	3.86657253000943e-05
cg14407177	cg22488859	-0.166842068118622	-0.267143121505473	-0.0629648121575434	0.00176218789603633	0.00521607617226753
cg14407177	cg08761102	-0.14214659759764	-0.243493146506499	-0.0377295281926774	0.00782548084359513	0.0190907334865727
cg14407177	cg26036993	-0.191897469194179	-0.291014943417651	-0.0887043646632859	0.000311378275394958	0.00110897289525691
cg14407177	cg07301433	-0.158618713565853	-0.259281302038947	-0.0545469278214068	0.00296401849997596	0.00829427025623525
cg14407177	cg09130556	-0.158266405070081	-0.258944184310985	-0.0541866153596445	0.00302918472810765	0.00840598762049872
cg14407177	cg09456297	-0.235028723869747	-0.331821666802762	-0.133338539910016	9.11127944602796e-06	4.39718268917002e-05
cg14407177	cg16248783	-0.218986548477705	-0.316686266440555	-0.116689048940082	3.6828781599052e-05	0.000157230567595953
cg14407177	cg08620474	-0.195877030784649	-0.294795192345714	-0.0928053132754642	0.000231515359165435	0.000837984941327064
cg14407177	cg23838231	0.270325066693015	0.170174310246097	0.364948378547603	2.93223046510249e-07	1.97259140379622e-06
cg02162897	cg20408276	0.832997021751097	0.797781401120011	0.862548851701799	0	0
cg02162897	cg00565882	0.623968834248451	0.555367719991605	0.684135128905384	0	0
cg02162897	cg06264984	0.42103547080328	0.330671158404072	0.503749654500533	2.22044604925031e-16	6.4296394295683e-15
cg02162897	cg20254225	0.213192936892176	0.110690205252975	0.311207879684367	5.9512901148473e-05	0.000238768627499295
cg02162897	cg01410359	-0.139582198258218	-0.241030385868235	-0.0351166847395656	0.00902647888959507	0.0217026532146943
cg02162897	cg03890222	-0.147873869041738	-0.248988705793808	-0.0435701532623901	0.00564303191488458	0.0143404030836926
cg02162897	cg07078841	0.207906333366268	0.10522283910423	0.306203224565104	9.11879944434091e-05	0.000357242378231238
cg02162897	cg07057636	0.232371166033848	0.130576401301397	0.329317765156818	1.15637344366704e-05	5.38562736700871e-05
cg02162897	cg07380506	0.132913179104267	0.0283283607979225	0.234619567194693	0.0129496707516692	0.0293349684374547
cg02162897	cg01936270	0.12281366889212	0.0180665095658457	0.224894200843588	0.021743943311447	0.0445097534952825
cg02162897	cg23549225	0.143159484522986	0.0387619430658937	0.244465528260607	0.00739183123966547	0.0182331837245082
cg02162897	cg22488859	0.127403559783759	0.0227274450068286	0.229316578521102	0.0172531734649497	0.0375510246001846
cg02162897	cg07301433	0.190904625460499	0.08768178160169	0.290071342705953	0.00033496803194244	0.00117415110144034
cg02162897	cg16248783	0.153224554321284	0.049033188371164	0.254117038341723	0.00411559901961223	0.0110523747865393
cg02162897	cg08620474	0.127223735655709	0.022544751787937	0.229143396433616	0.017412540878176	0.0377744372145447
cg02162897	cg19753864	0.159410560785919	0.0553568636526018	0.260038917035101	0.00282217506702964	0.00796427370610907
cg02162897	cg06202585	0.136229056981947	0.031702352407822	0.237808172405561	0.010842746755388	0.0253377871546961
cg02162897	cg02486145	0.541392860671588	0.462711178031376	0.611611711283892	0	0
cg20408276	cg00565882	0.686891470351603	0.627133965299691	0.738610416445425	0	0
cg20408276	cg06264984	0.487515067681059	0.403168910276854	0.563648005148542	0	0
cg20408276	cg20254225	0.29471057348935	0.195787914756941	0.387695842227449	2.01161356461199e-08	1.81045220815079e-07
cg20408276	cg01410359	-0.135759030022443	-0.237356319532166	-0.0312239428534429	0.011121634065093	0.0258083912451288
cg20408276	cg03890222	-0.152847685858258	-0.253756016626674	-0.0486482025051841	0.00420948139648747	0.0112140584402426
cg20408276	cg07078841	0.163091168292235	0.0591233477259887	0.263558783196987	0.00224047691268736	0.00645955681320252
cg20408276	cg14957547	0.142786285940124	0.0383815234691162	0.244107277528325	0.00754904730104133	0.0185522712269134
cg20408276	cg01834566	0.136292009541688	0.0317664313186673	0.237868687500078	0.0108058682045531	0.0253377871546961
cg20408276	cg07057636	0.227400172202069	0.125414026732853	0.324630523701555	1.79261878781034e-05	8.06678454514653e-05
cg20408276	cg07380506	0.144626307394809	0.0402574407468292	0.245873332050674	0.00680186410275097	0.016966447537199
cg20408276	cg01936270	0.169792651770717	0.0659888014698614	0.269960733393767	0.00145377073032527	0.00440096048362103
cg20408276	cg06861880	0.144063686535774	0.0396837659693396	0.245333399296544	0.00702298174533222	0.0174526337402659
cg20408276	cg23549225	0.186830776179655	0.0834881819684262	0.286197528231818	0.000450287481125633	0.00153005848178404
cg20408276	cg22488859	0.165293660987762	0.0613786459575058	0.265663808839595	0.00194699511994534	0.00569520892825758
cg20408276	cg07301433	0.199209846570779	0.0962424814508811	0.297958706607225	0.000179814836488212	0.000665314895006386
cg20408276	cg16248783	0.136954281762107	0.0324406050270909	0.238505269366841	0.0104245753624719	0.0245327462593861
cg20408276	cg08620474	0.148807994692789	0.0445234437900499	0.249884421704552	0.00534428625147232	0.0137957156724053
cg20408276	cg12802310	0.148054540065211	0.0437545161870799	0.2491619614095	0.00558410699085998	0.0142491005973669
cg20408276	cg21715189	0.155320055895098	0.0511743899485982	0.2561239145908	0.00362724532964354	0.00990059585878113
cg20408276	cg19753864	0.144813753581662	0.0404485850066044	0.246053205377937	0.00672959077439872	0.0168492761494344
cg20408276	cg06202585	0.119897807952348	0.0151078783910915	0.222082571321843	0.0250957191570615	0.0497433004720327
cg20408276	cg02486145	0.43966745239742	0.350882824850309	0.520617739384664	0	0
cg00565882	cg06264984	0.784517057885302	0.740525678595517	0.821813666456873	0	0
cg00565882	cg20254225	0.598843987748246	0.526994286778064	0.662194121775864	0	0
cg00565882	cg01410359	-0.24715485482801	-0.343229399116359	-0.145961942216303	2.9629701603362e-06	1.55380954864875e-05
cg00565882	cg03890222	-0.235681962538992	-0.332436927394876	-0.134017726930314	8.58911040158006e-06	4.17543615142505e-05
cg00565882	cg16439198	-0.125830028088698	-0.227800948456272	-0.0211290446710824	0.0186918789790065	0.0396458324841348
cg00565882	cg25856383	-0.120575041991898	-0.222735748258875	-0.0157948826268145	0.0242798981144441	0.0485597962288882
cg00565882	cg07057636	0.134044913687242	0.0294796622301726	0.235708108713325	0.0121931924306458	0.0279060692742614
cg00565882	cg23549225	0.14684940787895	0.0425248921949142	0.248006169907523	0.00598784013488429	0.0151056876130036
cg00565882	cg07301433	0.182377517749517	0.0789082042312196	0.281959214922295	0.000617913955895055	0.00202796860913346
cg00565882	cg12802310	0.247255917681765	0.14606728812439	0.343324355665484	2.93463126932458e-06	1.5519537730903e-05
cg00565882	cg21715189	0.179733792538851	0.076191315420374	0.279441254316401	0.000743085913758712	0.00237930393540049
cg06264984	cg20254225	0.733925219134191	0.681449102784444	0.778893485866634	0	0
cg06264984	cg09799983	0.126104139907124	0.0214074501547361	0.228065009261106	0.0184339811572618	0.0393047042332379
cg06264984	cg01410359	-0.236887377023727	-0.333572045178298	-0.135271274417662	7.69942345457686e-06	3.82672837369268e-05
cg06264984	cg03890222	-0.26422967803859	-0.359244730992107	-0.163793018257699	5.50593174830638e-07	3.4923338517829e-06
cg06264984	cg16439198	-0.173131960421754	-0.273147483867492	-0.0694134882996626	0.0011649533237299	0.00357538669863647
cg06264984	cg25856383	-0.160791847220066	-0.261360192797308	-0.0567700314426287	0.00258943938425338	0.00733858140388404
cg06264984	cg07301433	0.204025293943286	0.101213044378426	0.302525709300492	0.000123898084305463	0.000468976271899654
cg06264984	cg08620474	0.18177960958121	0.0782936147586067	0.281389869846581	0.000644380335352857	0.00209345026021952
cg06264984	cg12802310	0.349171312829054	0.253482900519755	0.438092663024199	1.91864302223621e-11	3.04241964954599e-10
cg06264984	cg21715189	0.217048569452482	0.114681588060656	0.314854456209423	4.33040472360702e-05	0.000179133512169085
cg20254225	cg09799983	0.26633703614832	0.165998271472549	0.361217455607838	4.43601955169015e-07	2.8964598249271e-06
cg20254225	cg03890222	-0.121847643513487	-0.223962895619825	-0.0170861111590974	0.0228086575383843	0.046032017941103
cg20254225	cg07057636	0.124766045139526	0.0200485493965799	0.226775837054303	0.0197229307067017	0.0413065152536583
cg20254225	cg26036993	0.170492751986675	0.0667065990252904	0.270629030997195	0.00138826660901481	0.0042218518794697
cg20254225	cg07301433	0.181070475814078	0.0775647985103969	0.280714521682594	0.000677129693541723	0.00218916687329508
cg20254225	cg03648789	0.129820881618135	0.0251840140159004	0.231643987194496	0.0152313181679169	0.0339266150496075
cg20254225	cg12802310	0.275156887377024	0.175238742148091	0.36946462473629	1.75975644278736e-07	1.2879096603257e-06
cg20254225	cg21715189	0.247250554010756	0.146061697082775	0.343319316121444	2.93612875990057e-06	1.5519537730903e-05
cg20254225	cg19753864	-0.162407723686253	-0.262905388529848	-0.0584237329979551	0.00233943324059238	0.00668696368340998
cg20254225	cg02486145	-0.185244541053256	-0.284688301521934	-0.0818563091176262	0.00050443452328075	0.00168271068097909
cg09799983	cg01410359	0.523773201405846	0.443160634212339	0.595982729808437	0	0
cg09799983	cg03890222	0.443762474063828	0.355336153310968	0.524316632245567	0	0
cg09799983	cg16439198	0.341746298361257	0.245576652574124	0.431254463509609	5.38098454683222e-11	8.14485388225059e-10
cg09799983	cg07078841	0.255292672943103	0.154451995853889	0.350869240604609	1.34856680489293e-06	7.94819019520963e-06
cg09799983	cg25856383	0.302774429404209	0.20428768134063	0.395193191043059	7.83178499830228e-09	7.50126916011189e-08
cg09799983	cg06861880	0.126586305701018	0.0218972079588017	0.228529458814427	0.0179878550504582	0.0386448756890489
cg09799983	cg23549225	0.126063488926842	0.0213661613953243	0.228025849800623	0.0184720306681734	0.0393047042332379
cg09799983	cg07301433	0.167957993987042	0.0641082761921387	0.268208958458767	0.00163911171197539	0.00491733513592618
cg09799983	cg08620474	0.135967366296385	0.0314359887460139	0.237556605689981	0.0109972457119927	0.0256089707838711
cg09799983	cg09440493	-0.129363558089969	-0.231203763365858	-0.0247191685268653	0.0155970735308337	0.0343961952699843
cg09799983	cg19753864	-0.329779101443957	-0.420211373511778	-0.232860704248496	2.68002064984785e-10	3.71852865166389e-09
cg01410359	cg03890222	0.685564385224498	0.625609815427731	0.737468422677149	0	0
cg01410359	cg16439198	0.456987028385112	0.369745298205839	0.536241194579244	0	0
cg01410359	cg07078841	0.386045986421443	0.292937828948128	0.471901267107075	7.54951656745106e-14	1.73378552893876e-12
cg01410359	cg25856383	0.519009979251062	0.437888559719223	0.591748243929394	0	0
cg01410359	cg09440493	-0.211224751930216	-0.3093452981832	-0.10865399778894	6.98468598021584e-05	0.000276892908501414
cg01410359	cg19753864	-0.439798156590964	-0.520735846972896	-0.351024903399491	0	0
cg03890222	cg16439198	0.545434810224851	0.467206890741051	0.61518928786387	0	0
cg03890222	cg07078841	0.419185851200474	0.328669234303575	0.502071690369608	2.22044604925031e-16	6.4296394295683e-15
cg03890222	cg25856383	0.495033240645334	0.411434857723672	0.570371883375517	0	0
cg03890222	cg07057636	0.126899657007354	0.0222155201227475	0.22883127176277	0.0177029996033635	0.0381559797276379
cg03890222	cg06861880	0.137656922664333	0.0331559768629655	0.239180558568225	0.0100331176567527	0.0237795599978553
cg03890222	cg23549225	0.186414950527192	0.083060338944333	0.285801937728869	0.000463934000945798	0.00156050527590859
cg03890222	cg09440493	-0.151024037715076	-0.252008652856406	-0.0467857119331115	0.00469166897809448	0.0123994108706783
cg03890222	cg19753864	-0.325762841051844	-0.416499235702939	-0.228600572823567	4.52343051904336e-10	5.90706808957427e-09
cg16439198	cg07078841	0.428091803463802	0.338316012065342	0.510145390764156	0	0
cg16439198	cg25856383	0.492074188039014	0.408179849119097	0.567726658992173	0	0
cg16439198	cg14957547	0.285535590780132	0.186134999520361	0.379150437696414	5.6818271865211e-08	4.67172457558402e-07
cg16439198	cg01834566	0.231492935480684	0.129663957691025	0.328490012784242	1.25037782103821e-05	5.78299742230171e-05
cg16439198	cg07057636	0.251529916580801	0.150524521258518	0.347338318905474	1.94713684664727e-06	1.09897723717549e-05
cg16439198	cg07380506	0.237563199570906	0.13597422535842	0.334208332848593	7.23974014782414e-06	3.62531348755705e-05
cg16439198	cg01936270	0.332286758790069	0.235522516438407	0.42252761006865	1.92534432841285e-10	2.72825387813395e-09
cg16439198	cg06861880	0.216216635849083	0.113820083767484	0.314067875048145	4.64015043133426e-05	0.000190761739954853
cg16439198	cg23549225	0.228772425085042	0.126838559014877	0.325924923542186	1.58983219971098e-05	7.20291323134364e-05
cg16439198	cg22488859	0.204772255705958	0.101984527454046	0.30323372789011	0.000116851436188892	0.000447258945412654
cg16439198	cg26036993	0.156095247505187	0.0519667301080451	0.256866100791244	0.00346031888704235	0.00948383694967162
cg16439198	cg07301433	0.218295764111395	0.115973402178008	0.316033409063239	3.90240343168813e-05	0.000164493714272424
cg16439198	cg09456297	0.206475926997615	0.10374458970383	0.304848170911096	0.000102162268103889	0.000397895149457253
cg16439198	cg16248783	0.13848942086468	0.0340036974519777	0.239980523018765	0.00958622727263059	0.0228832521991827
cg16439198	cg08620474	0.249269270399593	0.148166445306334	0.345215650682286	2.42119985172096e-06	1.34376591770513e-05
cg16439198	cg02486145	0.146071393284119	0.0417312339123094	0.247259855893223	0.00626220362158492	0.0157382174036813
cg07078841	cg25856383	0.403426538879557	0.311645167905385	0.487749579044898	4.44089209850063e-15	1.18305365504057e-13
cg07078841	cg01834566	0.167020763052776	0.0631478984835123	0.267313812127586	0.00174192710811472	0.00517912256251965
cg07078841	cg07057636	0.256583906163987	0.155800488907658	0.352080291073698	1.18726839870575e-06	7.17951948558948e-06
cg07078841	cg01936270	0.205839061639872	0.103086568999724	0.304244726970288	0.000107437551113421	0.000416008192101966
cg07078841	cg06861880	0.205620280322385	0.102860540973612	0.30403740863019	0.000109308065948888	0.000420804461976643
cg07078841	cg23549225	0.220186316992957	0.117932251502368	0.317819942619741	3.32908888416306e-05	0.000143043432055006
cg07078841	cg08761102	0.252799977416122	0.15184982385264	0.348530431311225	1.72120591512837e-06	9.88209602996113e-06
cg07078841	cg26036993	0.137336231597668	0.0328294620105519	0.238872363224594	0.0102101355349673	0.0241132988166249
cg07078841	cg09130556	0.13524383530707	0.0306996150258996	0.236860994853199	0.0114345922442283	0.0264424945647779
cg07078841	cg12802310	-0.148280661143026	-0.249378792522776	-0.0439852679196695	0.00551113790701097	0.0141169917156512
cg07078841	cg02486145	0.312929270117295	0.215012633257943	0.404617144128105	2.29004593066406e-09	2.58963126197124e-08
cg25856383	cg14957547	0.165148559572036	0.061230033027052	0.265525158048698	0.00196519131445561	0.00571535989269621
cg25856383	cg07057636	0.148850904060864	0.0445672380657923	0.249925562553333	0.00533091137387687	0.0137957156724053
cg25856383	cg01936270	0.174580716191229	0.070900046089127	0.274529369979386	0.0010569135933407	0.00327397420076701
cg25856383	cg06861880	0.196979688624783	0.0939422241086216	0.295842077071133	0.000213042559864096	0.000779949135284915
cg25856383	cg23549225	0.132116250511666	0.0275178203560917	0.233852900599473	0.0135068717639253	0.0303904614688319
cg25856383	cg26036993	0.126499075472497	0.0218086005113114	0.228445437128375	0.0180678605552789	0.0386919457550345
cg25856383	cg08620474	0.172001919629624	0.0682542813194544	0.272069315298432	0.00125618130030736	0.0038376914954344
cg25856383	cg02486145	0.187187883749488	0.0838556403675338	0.286537230990305	0.000438866651933711	0.00150662469168996
cg14957547	cg01834566	0.222650500374045	0.12048664895379	0.320147504959111	2.7007240855248e-05	0.000117560930781668
cg14957547	cg07057636	0.370724801332449	0.276505970001313	0.457884607660696	8.21565038222616e-13	1.56332090130361e-11
cg14957547	cg07380506	0.298816322497777	0.20011375317807	0.391514689496171	1.24889776298431e-08	1.15523043076049e-07
cg14957547	cg01936270	0.306742981354186	0.208476222414469	0.398878426420149	4.87064744092436e-09	5.06851749321191e-08
cg14957547	cg06861880	0.304510565020396	0.206119612714894	0.396805749344102	6.36797659048227e-09	6.32995881979283e-08
cg14957547	cg23549225	0.21165553940181	0.109099600154869	0.309753036011013	6.74500089044017e-05	0.000268992251079829
cg14957547	cg22488859	0.376324756164693	0.282505499248783	0.463012782766781	3.48387985127374e-13	7.03110297257064e-12
cg14957547	cg08761102	0.165271924005251	0.0613563826375442	0.265643038460231	0.00194971116462872	0.00569520892825758
cg14957547	cg26036993	0.277468911880531	0.177663942968187	0.371624072143136	1.37347814455069e-07	1.03947323212586e-06
cg14957547	cg07301433	0.291907914237723	0.192837227729426	0.38508719297568	2.77329503806101e-08	2.36796730172901e-07
cg14957547	cg09456297	0.302718252007848	0.204228415731109	0.395141002811896	7.88421683495244e-09	7.50126916011189e-08
cg14957547	cg16248783	0.266538879557356	0.166209543982863	0.361406359221278	4.34473524046908e-07	2.86494422787367e-06
cg14957547	cg08620474	0.293906869733369	0.194941578640613	0.386947925975967	2.20642091264267e-08	1.95930177042669e-07
cg14957547	cg09440493	-0.122712041441416	-0.224796234787603	-0.0179633605675683	0.0218538879774135	0.0445097534952825
cg14957547	cg23838231	-0.129520233743137	-0.231354585484883	-0.0248784160524855	0.0154709111455074	0.0342784581694049
cg01834566	cg07057636	0.273593236128559	0.173599235411193	0.368003585671448	2.0781825749161e-07	1.504423472711e-06
cg01834566	cg07380506	0.174194814177029	0.0705040298258335	0.27416132022799	0.00108475209852621	0.00334465230378915
cg01834566	cg01936270	0.292614507318588	0.193580971984629	0.38574501358716	2.55846868135734e-08	2.21290927504414e-07
cg01834566	cg06861880	0.248211215718379	0.147063185175646	0.344221836761543	2.67924537711295e-06	1.46162516356471e-05
cg01834566	cg23549225	0.333756122348159	0.237082881961761	0.423884263022482	1.58394852789456e-10	2.29328199908213e-09
cg01834566	cg22488859	0.272193882592065	0.172132466578135	0.366695667121875	2.40958793362722e-07	1.70721868488907e-06
cg01834566	cg08761102	0.254903947944161	0.154046106381169	0.350504591952374	1.40110062063492e-06	8.11420011602485e-06
cg01834566	cg26036993	0.279585868138383	0.179885590414187	0.373600431295633	1.09244787882545e-07	8.3628768654914e-07
cg01834566	cg07301433	0.270355272629751	0.170205953917494	0.364976625521625	2.92297570148037e-07	1.97259140379622e-06
cg01834566	cg09130556	0.152892006718704	0.0486934763901483	0.253798475320881	0.00419834107298178	0.0112140584402426
cg01834566	cg03648789	0.215318926701201	0.112890638670928	0.313218953351651	4.99779508031928e-05	0.000202959239237356
cg01834566	cg09456297	0.222656993238952	0.120493381310817	0.320153636287529	2.69922756728214e-05	0.000117560930781668
cg01834566	cg16248783	0.315962849520798	0.218221111358935	0.407428611132084	1.57160817693125e-09	1.90307462879311e-08
cg01834566	cg08620474	0.25158665857411	0.150583723519072	0.347391585037713	1.93646448476414e-06	1.09897723717549e-05
cg01834566	cg09440493	-0.167553742572021	-0.26782288042754	-0.063694017395323	0.00168275684562214	0.00502563255239615
cg01834566	cg23838231	-0.131922593758381	-0.233666578520148	-0.0273208766407372	0.0136454184116188	0.0305988170442361
cg01834566	cg02486145	0.217136646576425	0.114772804859256	0.314937723989495	4.29878019916341e-05	0.000178936725790177
cg07057636	cg07380506	0.319214363346366	0.221662436470365	0.410440132021059	1.04483133256394e-09	1.2886253101622e-08
cg07057636	cg01936270	0.341862323034144	0.245700098767621	0.431361397650748	5.29607468990889e-11	8.14485388225059e-10
cg07057636	cg06861880	0.256563580673846	0.155779259171676	0.352061230228649	1.18965784157155e-06	7.17951948558948e-06
cg07057636	cg23549225	0.378534588620548	0.284875031593882	0.465034847606056	2.4713564528156e-13	5.14351061742246e-12
cg07057636	cg22488859	0.356535350826429	0.261336867431446	0.444864555560918	6.71462885293295e-12	1.14665200411624e-10
cg07057636	cg08761102	0.229013225683515	0.127088576886319	0.326152025061029	1.55657266540654e-05	7.1005301038408e-05
cg07057636	cg26036993	0.30981721173797	0.211723346489948	0.401731142033545	3.35479355406676e-09	3.60369759194913e-08
cg07057636	cg07301433	0.380797775488023	0.287302961156842	0.467104798315065	1.73416836446449e-13	3.72566493784953e-12
cg07057636	cg09130556	0.149646703459568	0.0453795216633992	0.250688496758755	0.00508825509310995	0.0132571616690117
cg07057636	cg03648789	0.185219981086002	0.0818310468905182	0.284664930013884	0.000505318522816545	0.00168271068097909
cg07057636	cg09456297	0.29121825906531	0.192111421701231	0.384445049817318	2.9997194062048e-08	2.52887737282582e-07
cg07057636	cg16248783	0.324469914040115	0.227229929428651	0.415303568660904	5.34497335280548e-10	6.71651368484613e-09
cg07057636	cg08620474	0.312914872895112	0.214997411012811	0.404603796907017	2.29411778462918e-09	2.58963126197124e-08
cg07057636	cg12802310	0.192576961621522	0.0894043357939187	0.291660623278321	0.000296136460607999	0.00106035958475767
cg07057636	cg21715189	0.122951995144466	0.018206910396405	0.225027540214752	0.0215950667733689	0.0443898594785916
cg07057636	cg23838231	-0.241514813612432	-0.337927019146825	-0.140086510961443	5.03287172270994e-06	2.57837889794217e-05
cg07057636	cg06202585	0.188562677318729	0.0852705449814785	0.287844786315286	0.000397365297347463	0.0013712191089814
cg07057636	cg02486145	0.204021624063122	0.101209254328402	0.302522230482744	0.00012393366945096	0.000468976271899654
cg07380506	cg01936270	0.355226615100145	0.259940139947189	0.443661793380782	8.10818079344244e-12	1.35001210210817e-10
cg07380506	cg06861880	0.132955241576919	0.0283711455352775	0.234660028902033	0.0129208321082555	0.0293349684374547
cg07380506	cg23549225	0.199768515251175	0.0968188827907971	0.298488783655249	0.000172286762673446	0.000641022256650922
cg07380506	cg22488859	0.366043445735176	0.271496214537808	0.453593186668598	1.66200386786386e-12	2.99160696215495e-11
cg07380506	cg26036993	0.255472497071153	0.154639771780835	0.351037917212869	1.32490776261207e-06	7.87846937410392e-06
cg07380506	cg07301433	0.352354510423871	0.256876328712935	0.441021137281418	1.22277743486165e-11	1.98626773565332e-10
cg07380506	cg09456297	0.311115502420709	0.213095303328351	0.402935348397272	2.86234724811152e-09	3.17720544540379e-08
cg07380506	cg16248783	0.224393975750561	0.122294770770813	0.321793606620683	2.32587934885231e-05	0.000103269043089043
cg07380506	cg08620474	0.308289130097252	0.210109055305478	0.400313389805287	4.04002342691001e-09	4.27088190844773e-08
cg07380506	cg23838231	-0.234793569240758	-0.33160016346563	-0.133094067701989	9.30653836750395e-06	4.45910399478966e-05
cg07380506	cg19753864	0.149621296596892	0.0453535863918105	0.250664141096783	0.00509584592682732	0.0132571616690117
cg07380506	cg02486145	0.141747427555154	0.0373227235775449	0.243109883231376	0.00800251880998681	0.0194513778374132
cg01936270	cg06861880	0.230824452693833	0.128969548523396	0.327859852591151	1.32675077613165e-05	6.09390356485294e-05
cg01936270	cg23549225	0.283124197213714	0.183601174831628	0.376901858600575	7.41920587188361e-08	5.88237036985057e-07
cg01936270	cg22488859	0.328247349923074	0.231235504462587	0.418795967507555	3.27514904086001e-10	4.36249852242554e-09
cg01936270	cg08761102	0.194555027030079	0.0914425969521942	0.293539743268558	0.000255634134050498	0.000920282882581791
cg01936270	cg26036993	0.267186754555592	0.166887746656315	0.362012647578278	4.0637628018203e-07	2.70646602601232e-06
cg01936270	cg07301433	0.329410701935156	0.232469780175504	0.419870996292624	2.81273671021154e-10	3.82302581428752e-09
cg01936270	cg09130556	0.143997628692817	0.0396164147890679	0.245270001163652	0.00704936051603178	0.017453063582443
cg01936270	cg09456297	0.314574505624797	0.216752461281815	0.406142134029187	1.86809967495094e-09	2.22170425628094e-08
cg01936270	cg16248783	0.191086425677869	0.0878690111362944	0.290244140425796	0.000330527647207646	0.0011654893800217
cg01936270	cg08620474	0.324817423461826	0.227598289395124	0.41562496765532	5.11091613475401e-10	6.54590412643494e-09
cg01936270	cg09440493	-0.121108586108092	-0.223250274922512	-0.0163361936615004	0.0236533892309998	0.0474492687585719
cg01936270	cg23838231	-0.202187530876396	-0.300783295957472	-0.0993154773036741	0.000142969740271504	0.000534931724836075
cg01936270	cg06202585	0.128825779496662	0.0241726025511828	0.230686039395231	0.016036999420364	0.0351336895196132
cg01936270	cg02486145	0.182372436376981	0.0789029807598186	0.281954376591065	0.000618134576057194	0.00202796860913346
cg06861880	cg23549225	0.375620703770096	0.281750806899821	0.462368363522041	3.8835601401388e-13	7.60720898038953e-12
cg06861880	cg22488859	0.25119256990416	0.150172562575964	0.347021624409031	2.01175786163077e-06	1.12590818138327e-05
