cg00090147	cg00397986	cg00595237	cg01098320	cg01182865	cg01509065	cg01546563	cg02119091	cg02146032	cg02726121	cg03007522	cg03024537	cg03333634	cg03579045	cg04167595	cg04233840	cg05237485	cg05412333	cg06558050	cg06704518	cg06707081	cg08379586	cg09098624	cg09130043	cg09626984	cg09951349	cg10866709	cg11981599	cg12117141	cg13166213	cg13434842	cg13680188	cg14379719	cg14487356	cg14666113	cg16015276	cg16441259	cg16795466	cg16844941	cg18119192	cg18283386	cg19172575	cg19971388	cg20279283	cg20908789	cg21073927	cg21227848	cg22320962	cg24646414	cg24738627	cg25216696	cg25945788	cg26006870	cg26020513	cg27625887
-0.296334055	-0.522252072	-0.387364472	-0.246940719	-0.700437536	-0.591318479	0.015185289	-0.731171583	0.304718995	0.215657301	0.66122971	1.154449136	0.750327823	-0.012929957	-0.461168011	-0.720775855	-0.490594131	-0.316657065	-0.396295076	1.146126585	-0.130977652	-0.378848317	0.036598829	-0.659856834	0.169495867	-0.060315599	0.46518167	0.420810315	-0.567832751	-0.489439058	-0.173706999	-0.896689762	-0.36952948	2.00205171	0.26955533	0.853086869	-0.097689811	0.211055633	-1.345463699	-0.092208092	-0.572910967	1.508600889	-0.336759875	-0.573710088	-0.504454703	-0.568671546	-0.258399281	-0.126676836	0.721390075	-0.650686124	0.461554965	-0.418172779	-0.836097079	-0.153937156	-0.82947339
-0.480134724	-0.920062609	0.646845745	-0.209299106	0.900114552	-1.179031631	0.836715891	-0.178088236	-0.264995857	0.27607081	0.169276626	0.459271241	-0.10313675	-0.659566167	0.654659476	0.293399327	-0.689384323	0.845136164	0.127038579	0.341137943	0.380354544	0.425245223	-0.15604885	0.567889151	0.943376519	-0.266949658	0.389746752	0.351653607	0.490650381	0.853704568	1.008694297	0.298568307	1.074217622	-0.075376695	0.82027875	-0.532404999	0.197713348	-0.099690346	-0.227542694	-0.546314286	0.161839709	-0.079956426	1.347445202	0.406470585	0.056186093	0.161260354	0.475021023	0.072412306	0.378155686	0.778990468	-0.409034026	0.642993817	-0.037994536	0.39133401	0.542287104
0.078542863	-0.761481242	0.112605568	0.266431084	-0.151475363	0.557725661	-0.158737115	0.042956772	-0.739516682	-0.566784059	-0.381413478	-0.097246377	-1.034197328	0.186334581	0.140858666	0.076500205	-0.547478078	-0.040339191	0.541817399	0.064361105	0.627975211	-0.814257516	0.299791078	0.360173928	0.157056198	0.30615358	-0.874647237	-0.209438982	0.18786174	-0.613535938	-0.579215494	1.355160586	0.089047399	-0.004435931	-0.981088334	-0.252821274	-0.306061201	-0.145054529	0.080733292	-0.845382227	-0.04181583	-0.400956309	-0.055193615	-0.728979399	0.320974353	-0.852010653	0.065207315	-0.598388346	-0.024530919	-0.466570219	-0.514417708	-0.529266634	0.628398889	-0.814330407	0.329872923
-0.555701836	1.889322117	0.807470046	-0.209832787	-0.683685539	0.121589946	-0.055691146	0.633065071	0.276536814	-0.259171434	-0.334855965	-1.403368056	0.759759781	0.572360124	-0.855044745	-0.944613313	1.587765128	-0.236307032	-0.748947981	0.63013446	-0.533100825	0.432122743	1.113584459	0.727846311	0.045789549	0.770270385	0.388503012	0.121308508	0.574543176	0.247753493	0.174457453	-0.159794468	-1.017931568	1.277318823	0.094767465	0.375780153	1.058755652	0.249419207	-0.727604044	0.46879927	0.557653443	0.742004548	-0.892100214	0.631200676	-0.448995413	0.376792626	-0.837147006	-0.070228992	0.357582627	-0.497983121	-0.581043152	-0.791419144	0.208699078	0.978150621	0.182698085
0.749424845	-0.576217421	-0.260234886	0.05545139	-0.057066978	0.345062129	-0.314697148	0.621850078	-0.058976119	-1.187346526	0.837802553	-1.068546412	-0.87672836	-0.125529849	0.359697589	0.636259226	0.849642687	0.14629755	0.186746762	-1.14499596	-0.001722864	-0.386458191	-1.031582628	-0.862286375	-0.938405589	-0.225010037	-0.403642331	-0.060165629	-0.995987018	1.005451863	-0.341114868	0.117821789	-0.422758759	-0.151938648	-0.466152364	0.086637386	-0.26505742	-0.846731526	1.628233775	-0.006508073	-0.682922431	0.101892426	-0.814771875	-0.5013721	-0.111729357	-1.359186254	-0.266122561	0.063302943	-1.767177872	-0.988519289	0.295269894	-0.143670641	-0.140691229	-0.62357476	-0.298313813
0.191495644	0.367110706	0.272811955	0.128069251	1.781858854	0.612131333	-0.306716489	0.026665046	0.838957699	0.534021888	0.408261456	0.00758681	0.01048846	-0.906498508	0.463999305	-0.079194754	-0.206007426	0.501608659	0.280854418	-0.618637469	0.925774288	0.333222162	-0.036970712	-0.088352795	-0.388624478	0.260066336	0.341300089	-0.674304878	0.265363205	0.182209467	0.403585221	-0.706394851	0.854302748	-0.857746208	-0.864862134	0.10680797	-0.250811398	0.937470134	-0.040498965	-0.047568928	0.117358612	-1.309914689	0.077332931	-0.21083033	-0.158535848	0.628647092	-0.124208064	0.730029729	-1.315613157	0.25413491	-0.029138824	-0.340072365	0.301355411	-0.737035724	0.390596995
-0.03607785	0.145821674	0.236096815	-0.182975854	-1.128540424	-0.390454832	-0.43934873	0.632058037	0.271246305	-0.290696256	-0.691514923	0.078117426	0.492745892	0.084894904	-0.766344398	0.622161074	0.231151918	-0.312216197	0.233841886	-0.05841387	0.652472271	-0.379214704	-0.811444326	0.501436525	-0.117196115	-0.189812098	-0.628455323	-0.278875769	-0.208896734	-0.393141762	-0.367931263	0.047828383	0.152849187	-0.94451056	0.901416767	-0.92533231	-0.023747561	0.27072068	-0.109105866	0.760097095	-0.013286546	-2.227919867	0.364290648	0.300612663	0.600159038	1.907416237	0.29155037	0.04398181	0.736515778	0.36939928	-0.056470592	1.400203866	-0.524089728	0.676853782	0.647031382
0.747392164	0.377758848	-1.428230771	0.399096742	0.039232435	0.524295875	0.423289448	-1.047335185	-0.627971156	1.278248276	-0.668785978	0.869736233	0.000740482	0.860934872	0.463342118	0.11626409	-0.735095775	-0.587522887	-0.225055987	-0.359712793	-1.920774973	0.768188601	0.58607215	-0.54684991	0.12850805	-0.594402909	0.322013368	0.329012827	0.254298001	-0.793002633	-0.124768347	-0.056499983	-0.360197148	-1.245362491	0.226084521	0.288246205	-0.31310161	-0.577189253	0.741248201	0.309085242	0.474084009	1.666249427	0.309756799	0.676607992	0.246395838	-0.294247857	0.654098205	-0.114432614	0.913677783	1.201234096	0.833279443	0.17940388	0.400419196	0.282539634	-0.964699286
-0.059507841	0.86697917	-0.527378954	-1.235830977	-0.119751469	-0.447617652	-0.100754202	0.792073466	-0.304148697	-0.267141367	0.370143081	-0.117635488	-0.197593842	0.55076809	0.051178939	-0.403754456	-0.567144167	-0.445789467	-0.585935234	-0.025715001	-0.258279198	0.283820224	0.077465801	-0.334483459	-0.338807469	-0.073694438	-0.068934351	0.556159112	-0.365095085	-0.024241032	0.648960601	-0.17529399	0.364724568	-1.119558549	0.736149858	0.139789796	-0.301896084	-0.826000393	0.83625451	0.190313044	0.279045986	0.134867458	0.181024952	0.657408616	-0.043638017	-0.421545437	0.579478258	0.289569092	-0.193208657	0.696619424	0.103943608	-0.601506667	-0.09329183	0.049484426	0.416316408
-0.815751812	-0.001338061	-0.052720197	-0.939068246	0.598731152	-0.352650945	-0.817472231	-1.728729041	-1.85135693	-0.484204275	-0.356678401	-0.421965659	0.455895102	-1.361272242	0.177367658	-0.034215716	-1.000079437	1.025174217	-0.376231538	1.138831062	0.573468225	-0.123102055	-0.171019719	0.753430399	0.397821015	0.035993755	0.20887282	0.197841556	-0.417347098	-0.749277425	-0.999983783	0.16545159	0.321537969	-0.512813741	-1.029053366	-0.155229009	-0.161245545	-0.327514536	-0.586862877	-0.376003565	0.054517203	0.342248308	-0.089851277	0.948993578	0.076492015	-0.06914316	-0.430863055	-0.095870813	-0.222731058	0.206566276	1.278158087	0.604604679	-0.043577142	0.758752427	-0.08009127
-0.221840953	0.461752444	1.667770227	-0.00108556	0.551629234	0.067682332	1.324203887	0.14705733	0.044323247	0.580393263	-0.258123324	0.995139953	0.460381048	1.1740608	0.058810157	-0.854149653	0.316227374	-0.411614144	-0.052289118	0.141787672	0.722185309	0.028821383	0.987130275	1.436761511	0.457249532	0.319997101	0.223145483	0.485007524	-0.084547147	0.647534213	-0.115635288	-0.573849756	1.247247977	-0.458569206	-0.391149277	-0.53120546	0.632963814	-0.905723401	0.533266664	-0.296909263	0.107386464	-0.264262293	-0.738762804	-0.253993583	0.878636578	1.001012693	0.517485479	0.095011999	0.299651888	-0.161501383	0.165173946	0.540729194	0.288924276	-0.990623203	0.650257183
-0.293366883	-0.626205764	0.140876458	0.292661544	0.659939428	-0.664190829	-0.023182251	-0.571068384	0.696172148	0.881439469	-1.028036985	0.021856109	0.401233155	0.272949515	0.391142035	-0.412870782	0.856604754	0.320008112	-0.651948149	-0.459203791	0.007848175	0.227175457	-0.551371472	-0.255243297	1.244677901	-0.053885694	0.273672017	-0.37418612	0.541586789	0.360720334	0.487996539	0.555100768	-0.061672282	1.420834611	-0.64724108	-0.433934533	0.729067886	-0.129839216	0.173669586	0.561779861	-1.023983167	1.359166436	0.970142922	0.445641664	0.904979555	-0.074706639	0.052595544	0.008233854	-0.002019302	0.498231997	-0.423339588	-0.472289585	-0.037244068	0.403564343	-1.892924562
0.052787762	0.810894696	-0.541559743	1.054664929	0.539234659	0.035041039	-0.8858324	-0.614504349	-0.384729268	0.311645536	-0.378481431	0.288851488	0.478736095	-0.489041956	-0.201967203	0.115455275	-0.997315045	0.743446213	0.257240799	-1.346788854	-1.067575136	-0.450202361	0.288643526	0.000245799	-0.268399836	-0.034591594	0.088319504	-0.087986525	0.295850553	-0.576900914	-0.233120134	-0.457111333	-0.266173618	0.02982288	0.764853171	0.618640585	0.404495971	-0.68944546	-0.536449118	-1.016070406	0.694113548	-1.148358469	-0.057727903	-1.331157717	-1.700628886	-0.194104639	-0.478068995	-0.225342018	-1.677718218	-1.405234846	-0.551763754	-0.901866821	-0.148612701	-0.324483811	0.337213337
-0.039084419	-0.978720392	-1.132736505	-0.730476681	-0.478889169	0.351509908	-0.584031399	-0.21172664	0.59524438	-0.171502364	0.174259302	-0.693442536	-0.596966631	0.400699394	0.034227957	0.213143179	0.132797655	-0.230610288	-0.29144905	0.310638061	-0.621852722	-0.063351241	0.605101132	0.096429606	-0.217637672	-0.674202659	-0.609739541	-0.087696284	-0.494806145	-0.280658382	-0.046399205	-0.099429115	-0.874394238	0.190487229	-0.35022827	-0.005215758	-1.19488666	0.317937462	-0.556083331	0.369122828	-0.597040905	0.371591098	-0.001589026	-0.232978994	0.01903318	1.024473212	-0.320641509	-0.503226126	1.186704777	-0.262411756	-0.684310248	-0.319995815	0.501822962	-0.939808327	0.003700673
0.473954187	0.168329686	-0.276645929	1.477008868	-0.347087163	0.117741962	-0.466696699	-0.249242908	0.028528211	-0.601789554	-0.389839913	-0.569495848	-0.413639238	0.051063351	-0.111040316	0.534446037	-0.174382091	-0.019572317	0.277691707	0.007473478	-0.543610428	-0.389105633	-0.98208301	-1.193767962	0.054575358	-0.076355181	-1.076273355	-0.679123815	0.418430299	-0.022260017	-0.393851512	0.318699243	-0.500094709	0.827297508	0.453238219	-0.084247277	-0.70256721	0.945485337	-0.483550781	-0.940410667	-0.007965231	-1.539974743	-0.415192599	-0.618295775	-0.6051504	-0.576118652	-0.601313506	-0.330231406	-0.472918111	0.524622258	-0.275186983	-0.460901547	-1.117024853	0.303915888	0.896440853
-0.01498883	-0.186182457	0.890077778	0.611792073	-0.258619415	0.74854482	-0.278330385	2.126710125	0.541882965	0.266636768	0.361252031	-0.263206025	-0.270413829	-0.449273973	-0.738558255	0.334977652	1.541392262	-0.448797542	0.383388744	-0.50144913	-0.342172226	0.309255932	-0.297127423	0.076969292	-0.814791124	0.647088796	0.740958675	0.579172025	-0.088897472	-0.133159297	0.766255662	0.335164646	0.579172395	0.175730685	-0.312089888	0.079679366	0.439034953	0.548269574	0.227555665	0.093384304	-0.000228173	-0.021952406	-0.407844005	0.572850056	0.44225657	0.098456805	0.75230106	0.409436862	0.129587359	-1.40411718	0.260965373	0.913393739	0.156813909	0.333464431	-0.371779378
-0.195213972	-0.698145721	1.41906668	-0.458515523	-0.598398825	-0.201912063	1.593919254	0.884702314	-0.32047826	-0.632826665	0.883701202	0.145590434	-0.232553465	-0.073606596	-0.295249017	0.306397882	-0.415523681	-0.112393354	0.482119216	0.551905834	1.513117263	0.014622535	0.018027967	0.017135779	-0.233768046	-0.123841279	0.417440887	-0.340664019	0.305402427	-0.094819199	-0.096968102	-0.135770582	-1.200937437	-0.132591679	-0.174539108	0.156955634	0.597965018	0.493916824	0.052412062	1.344355478	0.042508069	0.22013556	0.092886456	0.117705055	-0.079735021	-0.253393912	0.046571769	0.035870795	0.035762764	0.866142546	-0.130537022	0.640073279	0.198064793	0.714168543	0.004551182
0.200531448	0.182636399	-1.586749816	-0.071150426	-0.54678843	0.345851427	0.238176427	-0.575271912	0.954562204	0.117349189	0.621804439	0.614307572	-0.085078395	-0.076346383	0.634088046	0.200570581	0.307422375	-0.41985143	0.557412622	0.182520668	0.016870739	0.16206576	0.025232922	-0.597477668	-0.280919659	0.033491194	-0.19746214	-0.248523453	-0.110577122	0.873061719	-0.017254778	0.067038528	0.390589374	-0.420639737	0.950059742	0.214766655	-0.442932145	0.57291381	0.33978762	0.070438387	0.451646207	0.546539051	0.466913284	-0.3061729	0.107754425	-0.534930271	-0.117545046	0.31654776	0.916888558	0.441082663	0.256896582	0.057759545	0.294124653	-0.308434717	0.036315573
-0.356788251	0.309962173	1.12422202	-0.829135921	-0.235454078	0.213586278	-0.300214356	-0.099326331	-0.436695296	0.465132319	-0.248984391	-0.153332972	-0.605928236	-1.336141167	-0.439488089	-0.186830812	0.07873683	0.753402122	-0.799573155	0.348611998	0.733413498	-0.48753479	-0.013376281	0.853741122	0.31065331	0.679408926	0.550392032	0.282213532	-0.037564245	0.105695234	-0.223808069	-0.907514062	0.495725429	0.765158513	0.166965352	-0.053279157	1.830020625	-0.703791972	-0.282572426	-0.464294478	-0.099412844	0.078950809	0.060766473	-1.211519489	-0.546148194	-0.573884432	-0.863113752	0.625745242	0.933298123	0.754017403	0.422096252	0.312156389	-0.193834074	-0.327292392	-0.381022791
0.910545557	-0.804985254	-0.543823681	0.549576927	0.368307935	0.257329	-1.080943606	0.696451111	-0.147537304	0.60702561	-1.451371122	0.096685559	-0.065267718	-0.653288626	-0.888067524	0.059346877	1.076873588	0.079355051	-0.835313666	-1.515413083	0.781031119	-0.450361514	-1.344642789	0.151114741	-0.172928705	-1.295533402	0.725500077	-0.456784043	-0.37044476	-1.018758128	-0.450792999	-0.756626579	-0.475906034	-0.368448508	-0.95888919	0.010771042	-0.836642118	-0.658424061	0.907216704	-0.375503173	-0.811840747	0.083711094	-0.623414696	-0.829044618	-0.611543913	-0.351558773	0.387925513	-0.137010046	1.586231351	-0.699183546	-1.205696905	1.154975339	-0.747554869	-0.437237596	0.460760783
-1.186625805	0.986657011	-0.651100783	-0.479529805	-0.061064573	-0.064012381	0.527871549	-1.474559289	-0.822686769	-0.720262402	-0.107895315	-0.995491744	0.150317778	0.929590802	0.327332818	-0.333628843	0.829824594	-0.341797831	0.007603765	-1.052129469	-1.012903184	0.588511649	-0.024815028	0.348612466	-0.590998235	0.132424365	-0.463357951	-0.404879673	0.073947255	0.260843057	-0.155271151	-1.302566075	-0.422445569	0.790416548	-0.295670548	-0.388521868	-1.841635701	-0.347171687	0.119957464	-0.484047429	-0.196527262	-0.39759632	0.774631351	-0.029643577	0.802519805	0.181681082	-0.114916305	-0.406573231	-0.339761088	-0.527955303	-0.33687702	0.023472462	-0.400715077	0.754456278	-1.716040536
0.644869504	-0.162830802	0.067182195	0.562979808	0.059771595	0.781119418	-0.27677751	-2.255727744	-0.492283343	-0.10392254	0.564669125	1.140171018	-0.036108888	-0.492631574	-0.67878308	0.171465526	-1.694152908	0.15413108	-0.05147284	0.132049322	0.192939787	0.08074924	1.066323259	0.738511183	-0.50607737	0.14921957	1.138821535	0.657977905	-0.345503394	0.507587559	-0.780030772	0.393844234	0.714645126	0.359358452	-0.488968836	0.026872497	-0.301377784	0.341135137	-0.180427628	-0.486691624	-0.342877443	-0.30437723	0.143360577	-0.185686253	-0.722156916	0.274929154	0.044854103	1.077894074	0.218261314	-0.614504464	-0.034510938	0.120420181	0.1123126	0.47487778	0.489023293
-0.407580892	0.292956368	2.196270909	-0.174889718	-0.203315188	-0.671858876	-0.294921022	0.139426707	-0.266066852	0.211839039	0.566608254	0.619196056	1.055279542	0.706319955	1.247695611	-0.492200543	0.782391441	0.803944585	0.356761556	2.198961658	1.16314112	-0.233412418	1.167876154	0.596300461	-0.050948476	0.307301911	-0.464165405	1.994220097	0.319747469	1.413581668	0.076846332	0.116356026	0.514346687	0.006752947	0.077764593	0.153024174	0.900259669	0.590350011	0.115945159	-0.069925549	0.012996256	0.802975066	0.774720839	0.633287943	-0.05168555	0.61728787	-0.232114414	0.763931082	-0.044042944	0.11747475	0.401119173	-1.337766965	1.689000097	-0.287507492	-0.777348924
0.060556679	-0.813885868	-0.114755293	-0.307117361	-0.093769998	-1.398066852	0.746070439	0.214525961	0.205982207	1.62804089	-0.1415832	-0.305301035	-0.152280205	1.43166893	-1.479742223	-0.734630167	-0.80244473	-0.203013875	0.985017373	0.762742014	1.195398999	-1.262610538	-0.973287067	0.14989791	-0.089917416	-0.819266511	1.082789042	-0.471935218	-0.080693551	-0.455695252	-0.067144594	0.561097844	-0.17593174	-0.588814383	-0.364310652	-0.170438368	-0.898402487	0.712121275	-1.264070951	0.506714907	-0.111765708	-0.365987578	-0.471060555	0.771650956	-0.318383684	-0.998730451	-0.702547357	-1.191386558	0.706903646	0.821355164	-0.338559398	-0.26931011	0.419848036	-0.913062188	1.793688928
-0.473411015	0.502478275	0.164821029	1.055376915	1.018819772	0.444819756	-0.129980411	1.46503038	1.999584532	-0.352469336	-0.023713702	1.961438654	-7.83e-05	0.254659941	0.714934963	0.531353631	-0.128586164	0.392634589	0.727412827	0.014588243	0.88089802	1.129803253	1.14244318	1.38088124	0.184101253	0.490490928	-0.542095124	0.470009995	0.639888527	0.728115059	0.854581683	1.289950931	0.584935237	-1.460327547	0.875719933	0.515742144	2.983441942	1.040556173	1.205729939	1.69553059	0.654959793	1.549486344	0.329453956	0.654126799	0.313646416	1.081924948	0.730042612	0.980588799	-0.214679487	0.851522419	0.388523094	-0.705555044	1.252912189	0.419572764	1.002397315
0.818105578	-0.216139901	-0.473924275	0.497214288	-0.481045512	0.520353829	-0.345133387	0.308980406	-0.021528631	0.048390916	-0.195176928	-0.554129134	-0.338477422	-0.025267983	1.219370047	-0.070276313	-0.310611779	-0.471634716	-0.611285959	-0.407678692	-1.104914083	1.364186902	-0.215825449	-0.246169612	-0.493072268	0.458411704	0.060010714	0.078117285	0.177810112	-0.633101975	-0.218535927	0.283683747	-0.685653904	0.814495182	0.176726047	0.114753046	0.681409909	-0.03759845	0.074340066	0.195427423	-0.073939643	-0.275577831	-0.100839998	-0.290641402	-0.35525128	-0.481914844	1.024762819	-1.084892737	-0.437247498	0.368602751	-0.242463369	1.035469987	-1.040824557	0.270052097	-0.394698989
